Date,Price,Open,High,Low
2015-12-25,37081.25,37175.52,37320.25,37049.93
2015-12-28,37470.24,37502.66,37732.95,37357.7
2015-12-29,37708.73,37807.93,38016.75,37482.4
2015-12-30,38453.15,38409.36,38480.27,38435.15
2015-12-31,38463.2,38228.78,38765.16,38307.01
2016-01-01,37691.95,37727.88,37851.57,37632.27
2016-01-04,38383.36,38416.65,38580.31,38308.4
2016-01-05,38408.47,38433.16,38436.47,38253.31
2016-01-06,38379.92,38505.29,38772.67,38097.69
2016-01-07,38884.04,38814.01,39005.38,38825.84
2016-01-08,38778.29,38992.03,38817.51,38525.82
2016-01-11,38426.8,38531.25,38715.86,38185.94
2016-01-12,38320.98,38445.88,38463.03,38106.3
2016-01-13,38531.62,38735.14,38627.87,38095.19
2016-01-14,38411.96,38481.47,38688.47,38286.5
2016-01-15,39049.57,38887.34,39081.76,38984.08
2016-01-18,38729.43,38881.97,38821.26,38407.59
2016-01-19,38476.44,38402.59,38527.03,38425.13
2016-01-20,38023.64,37992.38,38103.92,37939.12
2016-01-21,38686.85,38782.09,38861.23,38566.9
2016-01-22,39298.16,39301.78,39516.86,38821.53
2016-01-25,39207.27,39245.09,39242.48,39026.02
2016-01-26,38914.35,38980.0,39000.4,38839.61
2016-01-27,38317.61,38177.22,38554.83,38108.94
2016-01-28,38826.14,38797.45,38833.89,38815.1
2016-01-29,39055.73,39046.02,39326.72,38872.28
2016-02-01,39292.99,39483.64,39719.92,39128.92
2016-02-02,39175.67,39104.73,39376.38,39046.98
2016-02-03,39611.77,39771.28,40033.6,39547.47
2016-02-04,39634.53,39737.02,39634.86,39578.98
2016-02-05,39230.31,39208.95,39445.39,39109.57
2016-02-08,38928.01,38870.2,39123.58,38648.29
2016-02-09,39032.53,38984.84,39118.35,38791.55
2016-02-10,38573.51,38484.19,38831.87,38527.42
2016-02-11,38767.59,38762.04,38972.23,38703.93
2016-02-12,38454.92,38552.86,38594.97,38432.0
2016-02-15,38304.67,38381.91,38306.25,37943.89
2016-02-16,38134.93,38117.51,38276.91,37823.79
2016-02-17,38035.85,38049.56,38132.42,37825.89
2016-02-18,38224.89,38294.63,38353.93,37963.99
2016-02-19,37788.63,37659.73,37848.06,37699.96
2016-02-22,37575.47,37603.68,37892.46,37484.47
2016-02-23,37126.26,36964.36,37286.05,36931.59
2016-02-24,36966.39,36939.22,37100.0,36645.5
2016-02-25,36646.9,36482.01,36810.05,36631.1
2016-02-26,36702.04,36636.88,36756.56,36641.46
2016-02-29,36858.92,36801.5,36969.25,36651.52
2016-03-01,37506.98,37473.18,37587.37,37120.65
2016-03-02,37357.83,37475.43,37364.99,37341.65
2016-03-03,37814.78,37768.5,38056.34,37612.6
2016-03-04,37641.56,37753.73,37816.17,37496.23
2016-03-07,37425.9,37513.28,37719.47,37406.35
2016-03-08,37645.64,37570.68,37679.22,37612.81
2016-03-09,37997.75,38008.08,38131.49,37981.37
2016-03-10,38379.09,38374.47,38533.57,38230.71
2016-03-11,38566.33,38491.44,38620.7,38227.47
2016-03-14,38629.34,38628.39,38784.3,38557.05
2016-03-15,39251.13,39005.32,39425.99,39101.3
2016-03-16,39094.81,39133.73,39225.05,38974.83
2016-03-17,38810.96,38951.23,38850.42,38696.72
2016-03-18,38603.32,38639.36,39010.33,38394.6
2016-03-21,38174.1,38191.04,38379.88,38149.56
2016-03-22,37956.33,37790.49,38008.12,37885.46
2016-03-23,38506.55,38603.17,38556.07,38479.92
2016-03-24,37967.86,38037.44,38232.03,37827.39
2016-03-25,38573.42,38714.68,38784.4,38492.58
2016-03-28,38057.9,38207.9,38166.73,37936.75
2016-03-29,38431.95,38369.64,38474.62,38232.3
2016-03-30,37522.09,37502.74,37674.62,37346.21
2016-03-31,38118.8,38280.31,38420.85,38117.8
2016-04-01,37897.06,37714.31,37897.94,37665.73
2016-04-04,37974.48,38011.17,38056.87,37966.99
2016-04-05,37958.96,37856.9,37978.72,37904.46
2016-04-06,37855.27,37763.69,38197.96,37735.13
2016-04-07,38389.24,38481.35,38565.71,38261.98
2016-04-08,38767.37,38756.54,38878.09,38552.84
2016-04-11,38760.39,38781.12,38834.42,38471.58
2016-04-12,38935.82,39074.99,39110.82,38832.24
2016-04-13,39277.6,39407.35,39283.81,39193.62
2016-04-14,39185.59,39242.41,39440.41,39118.89
2016-04-15,39498.64,39559.63,39519.01,39420.7
2016-04-18,39885.06,39993.99,40196.52,39703.68
2016-04-19,39688.72,39575.71,39921.92,39669.55
2016-04-20,39298.43,39128.85,39317.27,39190.27
2016-04-21,39430.27,39427.06,39716.3,39341.34
2016-04-22,39133.53,39214.49,39133.94,39124.55
2016-04-25,39297.21,39444.34,39418.62,39286.99
2016-04-26,39214.14,39224.04,39225.24,39056.7
2016-04-27,39580.71,39712.56,39771.97,39380.69
2016-04-28,39916.33,39963.59,40075.67,39890.14
2016-04-29,40683.73,40520.64,40826.92,40522.67
2016-05-02,41154.23,41196.13,41157.98,40827.9
2016-05-03,41364.35,41510.36,41502.54,41242.92
2016-05-04,41156.2,41082.11,41172.54,40911.89
2016-05-05,40802.3,40855.34,40962.84,40788.06
2016-05-06,41009.68,40960.39,41144.45,40983.0
2016-05-09,41508.1,41484.78,41679.83,41422.88
2016-05-10,41852.38,41818.23,42126.48,41643.0
2016-05-11,41819.36,41831.91,41891.04,41812.81
2016-05-12,41629.03,41475.95,41690.12,41386.56
2016-05-13,42074.9,42194.38,42152.53,41977.01
2016-05-16,42186.83,42321.55,42238.17,42101.36
2016-05-17,41541.52,41669.92,41746.45,41373.2
2016-05-18,42129.24,42013.14,42155.53,41734.02
2016-05-19,41324.93,41406.18,41670.99,41058.08
2016-05-20,41056.37,41177.86,41319.09,41009.29
2016-05-23,40923.91,40977.18,41054.6,40833.51
2016-05-24,41159.28,41062.25,41347.2,41102.69
2016-05-25,40977.98,40916.21,41049.12,40583.92
2016-05-26,40742.9,40915.71,40808.76,40356.04
2016-05-27,40746.4,40732.06,40752.43,40536.47
2016-05-30,41176.93,41089.36,41358.64,40915.63
2016-05-31,41070.66,40975.05,41097.7,41035.25
2016-06-01,41861.23,41783.33,42134.72,41628.52
2016-06-02,41976.89,42049.71,42286.22,41875.34
2016-06-03,41807.88,41556.33,42074.75,41646.46
2016-06-06,41665.4,41493.22,41761.89,41515.0
2016-06-07,41435.85,41243.84,41862.41,41432.06
2016-06-08,41695.73,41780.39,41749.45,41679.82
2016-06-09,41604.33,41474.23,41883.75,41356.83
2016-06-10,41559.53,41326.44,41831.44,41260.27
2016-06-13,41342.38,41313.66,41430.04,41219.69
2016-06-14,42027.67,42070.1,42094.89,41912.1
2016-06-15,41339.86,41260.3,41403.61,41319.96
2016-06-16,41231.52,41159.5,41451.5,41175.6
2016-06-17,41388.26,41539.83,41446.15,41230.13
2016-06-20,41520.71,41702.29,41835.59,41158.93
2016-06-21,41550.71,41590.51,41653.98,41084.58
2016-06-22,41844.42,41785.88,42225.75,41695.3
2016-06-23,41953.22,42032.82,42102.36,41883.91
2016-06-24,41894.29,41909.27,42183.05,41670.86
2016-06-27,41526.69,41520.96,41797.12,41425.37
2016-06-28,41665.92,41803.54,41918.77,41609.56
2016-06-29,41280.24,41108.9,41317.84,41202.07
2016-06-30,40562.78,40577.6,41026.08,40398.63
2016-07-01,40925.01,40938.33,41068.14,40881.62
2016-07-04,40843.88,41153.22,41012.74,40684.1
2016-07-05,40682.45,40619.48,40914.28,40534.93
2016-07-06,40626.36,40721.73,40685.12,40390.79
2016-07-07,40591.2,40614.68,40808.35,40512.5
2016-07-08,40490.8,40478.77,40579.0,40347.03
2016-07-11,40439.12,40461.43,40829.57,40097.76
2016-07-12,40540.37,40756.51,40854.04,40099.55
2016-07-13,40507.87,40537.88,40657.52,40378.77
2016-07-14,40713.58,40586.19,40904.42,40612.23
2016-07-15,41637.31,41529.39,41686.31,41370.98
2016-07-18,42020.79,42189.86,42164.87,41782.61
2016-07-19,42215.76,42212.66,42461.77,41897.45
2016-07-20,42272.37,42378.58,42340.51,41599.74
2016-07-21,42431.93,42314.41,42734.29,42335.63
2016-07-22,42751.23,42701.77,42847.22,42195.88
2016-07-25,42940.92,42735.61,43061.22,42622.07
2016-07-26,43411.32,43594.64,43422.23,43186.57
2016-07-27,43849.33,43672.34,43992.77,43591.95
2016-07-28,43791.88,43875.29,43965.68,43623.83
2016-07-29,43628.35,43524.75,43675.09,43224.63
2016-08-01,43838.37,43857.43,43981.53,43344.65
2016-08-02,44511.98,44540.19,44594.76,44212.55
2016-08-03,44107.34,44048.94,44153.67,44045.16
2016-08-04,44302.0,44245.42,44526.12,44213.8
2016-08-05,44298.88,44237.28,44781.42,43978.91
2016-08-08,44258.0,44378.49,44412.38,44113.9
2016-08-09,44188.84,44385.26,44330.06,44105.76
2016-08-10,44821.87,44537.41,45000.35,44585.44
2016-08-11,45268.58,45251.74,45743.08,44724.25
2016-08-12,45349.53,45264.22,45407.57,45349.44
2016-08-15,45163.65,45229.5,45191.06,44791.7
2016-08-16,45553.16,45622.52,45587.38,45442.45
2016-08-17,45716.38,45755.1,46156.03,45491.72
2016-08-18,45561.62,45737.56,45600.45,45523.78
2016-08-19,45414.94,45322.14,45759.31,45255.52
2016-08-22,45539.43,45510.36,45590.05,45252.59
2016-08-23,44895.42,45176.91,45218.5,44702.24
2016-08-24,44854.01,44723.27,45113.58,44716.45
2016-08-25,44760.63,45002.04,44925.84,44629.71
2016-08-26,44555.05,44695.29,44685.63,44522.77
2016-08-29,44848.37,44724.49,45070.71,44831.83
2016-08-30,44565.61,44534.77,44815.98,44486.22
2016-08-31,44675.85,44715.54,44843.12,44623.47
2016-09-01,44539.7,44547.13,44929.57,44396.1
2016-09-02,44402.16,44561.8,44529.41,43966.49
2016-09-05,44226.82,44220.08,44291.52,44206.03
2016-09-06,45374.53,45246.88,45416.98,45197.69
2016-09-07,45431.94,45514.82,45986.33,45401.05
2016-09-08,45116.31,44908.26,45134.13,44974.1
2016-09-09,44497.23,44143.44,44815.23,44168.02
2016-09-12,43936.15,43943.71,44194.71,43692.01
2016-09-13,43570.58,43471.29,43696.83,43349.34
2016-09-14,43400.79,43480.84,43958.87,43368.6
2016-09-15,43339.64,43269.85,43569.15,43286.49
2016-09-16,43759.52,43649.68,44033.72,43667.43
2016-09-19,43589.82,43428.71,43618.33,43270.91
2016-09-20,43750.49,43781.15,43889.75,43540.38
2016-09-21,43754.35,43822.03,44041.79,43640.24
2016-09-22,44004.94,43886.98,44026.57,43700.49
2016-09-23,44217.75,44090.02,44384.25,43718.26
2016-09-26,44245.69,44310.54,44332.09,43983.89
2016-09-27,44221.74,44302.43,44443.28,44047.23
2016-09-28,45012.02,44859.27,45048.57,44697.01
2016-09-29,45071.1,45238.64,45355.53,44990.6
2016-09-30,44634.64,44668.47,44733.96,44580.45
2016-10-03,44421.61,44397.66,44752.33,44358.48
2016-10-04,43786.0,43847.14,43815.56,43697.22
2016-10-05,43551.68,43423.73,43692.31,43481.7
2016-10-06,43006.04,43120.99,43414.8,42950.75
2016-10-07,43412.62,43631.92,43547.48,43142.37
2016-10-10,44295.7,44118.13,44384.33,44072.19
2016-10-11,44419.87,44280.32,44494.1,44409.0
2016-10-12,44136.92,44147.49,44511.25,44064.9
2016-10-13,43862.9,43618.67,44073.57,43821.39
2016-10-14,43385.69,43347.4,43438.55,43055.33
2016-10-17,42870.4,42788.54,43069.61,42642.05
2016-10-18,42790.23,42888.0,43022.0,42758.56
2016-10-19,43191.76,43470.5,43817.99,43136.73
2016-10-20,43054.91,43275.64,43488.11,42863.33
2016-10-21,42400.67,42322.9,42527.88,42387.54
2016-10-24,43215.1,43030.84,43950.59,43183.14
2016-10-25,42511.88,42697.05,42570.1,42419.5
2016-10-26,42756.53,42733.9,42963.22,42429.31
2016-10-27,43500.91,43412.45,43791.86,43475.27
2016-10-28,43980.21,43816.34,44071.16,43602.31
2016-10-31,44304.19,44184.93,44804.42,44089.79
2016-11-01,43553.7,43570.06,43740.87,43338.78
2016-11-02,43885.02,43927.2,44065.05,43790.47
2016-11-03,43624.94,43707.69,43727.11,43409.48
2016-11-04,43632.84,43701.85,43878.52,43614.13
2016-11-07,43094.65,43251.03,43096.49,43050.54
2016-11-08,42637.04,42713.15,42695.31,42465.61
2016-11-09,42271.28,42202.62,42381.33,42001.89
2016-11-10,43007.85,43082.62,43098.82,42966.6
2016-11-11,42680.89,42797.49,43047.41,42488.93
2016-11-14,42178.3,41980.43,42307.61,42140.4
2016-11-15,41305.55,41404.45,41335.27,41248.51
2016-11-16,41989.44,42026.67,42186.85,41950.57
2016-11-17,42256.12,42194.17,42562.79,42082.14
2016-11-18,42069.7,42030.46,42274.76,41782.24
2016-11-21,41185.06,41186.85,41368.52,41015.88
2016-11-22,40809.23,40856.13,40890.48,40486.8
2016-11-23,40538.96,40625.08,40754.31,40534.77
2016-11-24,41291.87,41214.55,41350.89,41056.41
2016-11-25,40983.87,41130.75,41061.1,40810.04
2016-11-28,41237.66,41317.25,41658.54,41212.78
2016-11-29,40629.58,40633.72,40682.5,40627.38
2016-11-30,40517.11,40548.72,40572.93,40453.61
2016-12-01,40899.15,40769.76,40977.62,40819.4
2016-12-02,40689.23,40814.79,40760.33,40640.89
2016-12-05,40194.98,40345.53,40466.68,40106.77
2016-12-06,40479.09,40354.68,40525.82,40447.22
2016-12-07,40705.29,40788.88,40818.44,40638.01
2016-12-08,40827.5,40990.15,40942.53,40783.01
2016-12-09,41250.25,41119.41,41514.44,40934.89
2016-12-12,41093.52,41035.05,41245.63,40875.49
2016-12-13,41245.68,41307.65,41470.08,41099.9
2016-12-14,40852.96,40979.8,41044.41,40649.31
2016-12-15,40772.55,40500.47,41047.85,40768.03
2016-12-16,40811.58,40790.65,41027.96,40431.22
2016-12-19,40050.34,40000.53,40161.89,40013.87
2016-12-20,39852.21,39712.14,39935.82,39792.08
2016-12-21,40115.64,40195.23,40631.19,39876.41
2016-12-22,39568.6,39535.14,39635.64,39500.77
2016-12-23,39334.19,39002.92,39372.21,38863.95
2016-12-26,39386.09,39416.15,39573.21,39035.9
2016-12-27,40469.87,40571.25,40566.17,40468.08
2016-12-28,40836.19,40787.98,40891.14,40800.01
2016-12-29,40654.35,40581.44,40657.37,40453.65
2016-12-30,40108.92,40017.43,40449.5,39901.49
2017-01-02,39995.92,40007.31,40050.42,39866.94
2017-01-03,40021.59,39897.23,40251.24,39857.42
2017-01-04,40425.46,40520.35,40816.68,40289.39
2017-01-05,40250.67,40246.61,40255.32,40013.89
2017-01-06,40565.08,40526.98,40628.56,40561.99
2017-01-09,40978.38,40845.36,40993.75,40861.15
2017-01-10,40906.68,40837.76,41042.29,40751.63
2017-01-11,41204.76,40858.46,41207.82,41021.14
2017-01-12,41086.15,41131.57,41119.3,40993.19
2017-01-13,41110.86,41194.99,41261.82,41022.57
2017-01-16,40577.82,40504.29,41235.83,40467.96
2017-01-17,40608.85,40836.8,40936.42,40511.01
2017-01-18,40932.79,40944.29,41017.82,40699.65
2017-01-19,41158.29,41206.96,41615.66,41095.34
2017-01-20,41085.28,40959.66,41311.28,41061.13
2017-01-23,41468.0,41374.14,41600.59,41336.41
2017-01-24,41267.22,41241.22,41392.51,41034.97
2017-01-25,41198.03,41408.25,41466.71,40848.82
2017-01-26,40719.44,40679.55,40843.77,40272.52
2017-01-27,40979.64,40925.74,41069.36,40846.39
2017-01-30,40838.57,40865.41,41003.77,40796.84
2017-01-31,40937.8,41054.76,41080.64,40747.11
2017-02-01,41022.35,41020.4,41054.73,40786.24
2017-02-02,41035.31,40939.78,41072.07,40963.99
2017-02-03,41161.87,41165.14,41181.73,41045.06
2017-02-06,41449.88,41388.35,41570.17,41353.32
2017-02-07,41432.84,41427.03,41629.18,41384.76
2017-02-08,41651.03,41723.42,41931.55,41636.74
2017-02-09,41730.06,41737.49,42140.71,41651.74
2017-02-10,41960.43,42058.58,42180.66,41948.81
2017-02-13,41885.06,41947.33,42188.5,41789.07
2017-02-14,42286.49,42254.7,42399.9,42159.64
2017-02-15,42536.99,42478.02,42613.06,42402.33
2017-02-16,42236.79,42376.94,42467.8,42141.24
2017-02-17,42191.39,42392.39,42304.44,41774.63
2017-02-20,41928.95,41815.9,42455.32,41893.95
2017-02-21,41286.69,41278.45,41479.11,41133.9
2017-02-22,41224.21,41234.19,41389.57,41092.29
2017-02-23,41725.54,41495.76,41737.06,41605.87
2017-02-24,41992.7,41991.27,42060.69,41772.43
2017-02-27,42004.37,42002.86,42315.97,41844.9
2017-02-28,42178.91,42316.72,42425.43,42127.03
2017-03-01,42441.19,42538.86,42654.47,42159.68
2017-03-02,42916.93,43083.13,42941.13,42737.6
2017-03-03,43252.34,43286.93,43334.71,43236.14
2017-03-06,44089.47,44256.85,44222.44,43979.73
2017-03-07,44558.46,44374.19,44797.29,44306.14
2017-03-08,43896.02,43936.24,44041.62,43825.02
2017-03-09,43963.63,43908.64,44150.05,43697.13
2017-03-10,44384.58,44191.39,44670.54,44164.08
2017-03-13,44322.07,44389.71,44325.17,44271.15
2017-03-14,43732.0,43680.38,44060.05,43488.05
2017-03-15,43767.04,43754.53,44142.16,43534.53
2017-03-16,43547.29,43404.1,43715.72,43502.23
2017-03-17,42714.08,42546.41,42899.56,42364.23
2017-03-20,42682.09,42964.47,42908.76,42613.45
2017-03-21,43107.19,43130.47,43253.57,42798.49
2017-03-22,43395.54,43294.95,43567.57,43289.21
2017-03-23,43682.76,43464.18,43751.27,43588.22
2017-03-24,43764.88,43699.35,43945.26,43359.76
2017-03-27,43372.26,43326.7,43773.33,43074.99
2017-03-28,43863.33,43686.04,43904.98,43683.87
2017-03-29,43792.53,43796.3,43825.86,43726.45
2017-03-30,43575.05,43506.48,43896.16,43547.54
2017-03-31,43662.28,43744.49,43696.68,43266.09
2017-04-03,44352.53,44325.3,44535.16,44290.69
2017-04-04,44569.59,44610.43,44790.31,44511.94
2017-04-05,44726.12,44785.76,45368.0,44602.53
2017-04-06,44385.99,44386.56,44640.67,44231.32
2017-04-07,45176.16,45177.01,45193.1,44854.54
2017-04-10,45555.8,45796.28,45698.81,45327.03
2017-04-11,46238.2,46341.72,46552.6,45908.78
2017-04-12,47016.32,47259.63,47148.82,46972.99
2017-04-13,46544.2,46413.27,46663.35,46496.87
2017-04-14,46931.09,46760.9,46957.06,46727.17
2017-04-17,47280.23,47332.31,47374.3,47208.18
2017-04-18,46548.78,46549.75,46602.93,46511.74
2017-04-19,46715.47,46589.09,46736.93,46289.58
2017-04-20,46545.86,46394.46,46546.2,46502.15
2017-04-21,45752.35,45847.22,45929.24,45637.0
2017-04-24,46092.65,46154.46,46194.73,46080.08
2017-04-25,46029.21,45824.56,46386.08,45834.92
2017-04-26,46022.26,46233.58,46305.58,45799.72
2017-04-27,46348.32,46512.61,46401.14,46117.48
2017-04-28,46398.55,46468.15,46434.76,46367.37
2017-05-01,46600.4,46496.76,46953.49,46320.69
2017-05-02,46106.26,45822.25,46137.33,45698.88
2017-05-03,46446.43,46648.55,46549.52,46277.3
2017-05-04,46315.46,46551.88,46453.55,46092.52
2017-05-05,45915.19,45834.96,46216.52,45268.27
2017-05-08,45785.22,45914.86,45971.99,45624.41
2017-05-09,46107.46,46181.64,46145.79,46014.26
2017-05-10,45533.12,45665.84,45852.37,45491.39
2017-05-11,45825.28,45876.72,46194.29,45765.23
2017-05-12,45687.98,45725.74,45712.71,45493.49
2017-05-15,46466.27,46443.09,46643.16,46275.0
2017-05-16,46782.72,46722.57,47134.39,46563.9
2017-05-17,46935.4,46733.96,47353.46,46720.62
2017-05-18,47293.03,46981.12,47357.49,47046.19
2017-05-19,47092.92,47287.07,47259.03,46845.52
2017-05-22,47308.87,47458.45,47653.61,47272.88
2017-05-23,47245.03,47423.26,47486.89,46816.68
2017-05-24,47031.16,46915.83,47134.64,46969.79
2017-05-25,47155.29,46986.85,47193.79,46798.85
2017-05-26,47120.48,47124.35,47261.21,47035.73
2017-05-29,47703.38,47785.53,48152.0,47419.14
2017-05-30,47852.77,47605.89,47859.16,47285.01
2017-05-31,48015.83,47722.84,48489.96,47958.9
2017-06-01,47961.58,47950.25,48171.5,47912.01
2017-06-02,48528.91,48446.72,48573.94,48454.92
2017-06-05,47753.4,47898.22,47903.6,47470.2
2017-06-06,46994.18,46829.37,47201.01,46757.89
2017-06-07,46522.45,46794.64,46756.43,46271.24
2017-06-08,46546.95,46728.99,46794.52,46438.83
2017-06-09,45755.55,45829.02,45921.19,45528.38
2017-06-12,45344.65,45348.92,45493.41,45196.33
2017-06-13,45636.0,45655.09,45719.16,45479.42
2017-06-14,45868.99,45844.75,46217.06,45658.92
2017-06-15,45294.34,45314.71,45378.27,45126.72
2017-06-16,45591.88,45571.45,45681.49,45414.35
2017-06-19,46235.98,46218.09,46257.48,45947.72
2017-06-20,47140.35,47093.25,47183.41,46910.79
2017-06-21,47231.03,47122.39,47349.74,47196.22
2017-06-22,47371.65,47466.71,47498.74,47184.71
2017-06-23,47346.72,47328.34,47468.81,47325.67
2017-06-26,48080.52,48054.32,48465.26,48044.1
2017-06-27,48323.04,48058.55,48644.46,47858.91
2017-06-28,47941.07,47809.45,48646.7,47886.73
2017-06-29,48317.83,48604.65,48420.96,48294.8
2017-06-30,48074.21,48062.64,48171.55,47990.09
2017-07-03,48345.46,48207.78,48541.1,48190.12
2017-07-04,47821.32,47918.53,47897.63,47607.54
2017-07-05,47790.41,47439.23,47975.5,47474.86
2017-07-06,48850.1,48686.83,49258.21,48669.04
2017-07-07,48354.41,48430.93,48389.38,47975.54
2017-07-10,48473.36,48627.5,48636.94,48411.29
2017-07-11,48993.66,48934.51,49166.72,48584.11
2017-07-12,48910.52,48996.33,48930.24,48608.47
2017-07-13,49397.4,49138.61,49494.26,49280.36
2017-07-14,49622.43,49407.93,49759.98,49161.86
2017-07-17,49372.59,49667.24,49663.82,49346.47
2017-07-18,49047.39,48785.42,49246.8,48914.38
2017-07-19,49153.3,49409.18,49224.52,48937.82
2017-07-20,48399.6,48400.0,48532.7,48377.43
2017-07-21,47872.38,47925.01,48088.45,47626.45
2017-07-24,47973.14,47797.02,48001.63,47735.68
2017-07-25,47476.21,47305.51,48056.27,47150.73
2017-07-26,47388.01,47206.94,47431.72,46914.76
2017-07-27,46898.47,46943.33,47254.0,46878.54
2017-07-28,47436.5,47363.2,47538.46,47383.25
2017-07-31,47832.69,47618.17,48052.59,47733.07
2017-08-01,48040.93,47996.84,48219.65,48022.89
2017-08-02,48139.03,48190.42,48141.89,47980.47
2017-08-03,47929.55,47765.81,48060.26,47738.84
2017-08-04,47458.34,47451.69,47763.37,47403.45
2017-08-07,48375.11,48465.9,48636.47,48367.07
2017-08-08,48657.32,48330.48,48867.96,48523.6
2017-08-09,48605.06,48605.08,48971.6,48447.04
2017-08-10,48814.47,49034.51,48838.93,48558.29
2017-08-11,49247.67,49244.8,49528.8,49186.61
2017-08-14,49839.56,49809.86,49959.61,49726.91
2017-08-15,50606.32,50568.7,50867.44,50502.86
2017-08-16,50957.63,50781.79,51073.71,50490.25
2017-08-17,50606.82,50586.47,50675.16,50526.05
2017-08-18,50661.45,50896.71,50663.5,50493.53
2017-08-21,50907.88,50921.68,51008.43,50663.65
2017-08-22,50889.74,50978.71,50894.78,50744.34
2017-08-23,50946.37,50877.99,51086.39,50865.18
2017-08-24,49591.35,49474.18,49615.0,49582.3
2017-08-25,50351.44,50420.62,50587.83,50101.28
2017-08-28,50298.46,50152.43,50503.15,50167.2
2017-08-29,51089.04,50899.31,51221.45,51044.29
2017-08-30,51537.55,51453.28,51827.81,51079.66
2017-08-31,51744.41,51408.5,51969.34,51685.56
2017-09-01,52706.41,52602.92,52804.87,52427.79
2017-09-04,52403.52,52338.43,52537.48,52166.52
2017-09-05,53722.32,53851.41,53862.46,53644.15
2017-09-06,53787.36,54104.42,53892.82,53566.83
2017-09-07,52929.67,52907.79,53352.59,52836.46
2017-09-08,52618.03,52449.37,53050.2,52185.18
2017-09-11,52693.66,52678.21,52797.0,52518.35
2017-09-12,51867.81,51896.76,52148.3,51572.21
2017-09-13,51822.63,51845.07,51988.56,51733.2
2017-09-14,51629.24,51881.95,51921.67,51382.47
2017-09-15,51321.23,51456.61,51556.83,51110.73
2017-09-18,51086.33,51206.79,51162.23,50902.15
2017-09-19,50746.89,50756.31,51017.49,50153.88
2017-09-20,50855.65,50972.16,51076.36,50791.11
2017-09-21,51001.02,50871.41,51155.65,50770.71
2017-09-22,50957.67,50970.15,50981.55,50765.62
2017-09-25,51005.02,51200.42,51550.29,50888.42
2017-09-26,51162.49,51448.18,51209.18,50754.07
2017-09-27,51438.62,51423.68,51619.4,51172.87
2017-09-28,51560.53,51685.46,51567.17,51187.64
2017-09-29,52439.24,52189.25,52453.27,52120.11
2017-10-02,53260.06,53196.4,53332.68,53234.85
2017-10-03,52788.24,52952.97,52805.41,52331.78
2017-10-04,52313.3,52784.39,52619.3,52274.2
2017-10-05,51856.48,51826.4,51921.7,51466.54
2017-10-06,52231.58,52452.29,52375.82,51995.0
2017-10-09,51974.26,51921.31,51999.53,51824.34
2017-10-10,52541.49,52502.05,52594.72,52324.29
2017-10-11,52131.87,52203.39,52816.06,51991.92
2017-10-12,51492.16,51601.93,51552.51,51456.12
2017-10-13,50727.91,50629.57,50952.71,50714.58
2017-10-16,50004.37,50071.68,50208.13,49943.28
2017-10-17,49838.08,49946.69,49922.46,49581.31
2017-10-18,50768.57,50767.55,50969.0,50574.75
2017-10-19,51111.42,50763.51,51157.66,51053.64
2017-10-20,51187.31,51130.74,51566.12,51046.99
2017-10-23,50883.3,50943.66,51052.48,50545.83
2017-10-24,50750.15,50650.95,50775.06,50653.0
2017-10-25,50417.18,50770.77,50581.68,50257.46
2017-10-26,50255.81,50261.65,50315.43,50244.95
2017-10-27,50361.84,50449.9,50606.06,50303.63
2017-10-30,50667.69,50894.69,50801.59,50532.53
2017-10-31,50524.63,50232.53,50655.07,50511.21
2017-11-01,50833.98,50962.35,51151.34,50641.51
2017-11-02,50818.61,50414.32,50915.11,50490.61
2017-11-03,50664.64,50812.2,50764.25,50636.65
2017-11-06,50878.71,50905.48,51233.75,50642.51
2017-11-07,50668.9,50557.06,50714.39,50626.82
2017-11-08,50724.28,50794.15,50944.3,50356.48
2017-11-09,50733.38,51041.02,50990.93,50485.3
2017-11-10,51223.29,51337.25,51621.06,50853.54
2017-11-13,51205.6,51566.06,51547.04,51071.14
2017-11-14,51384.98,51537.55,51617.39,51176.56
2017-11-15,50940.77,50833.24,51243.47,50775.0
2017-11-16,50857.09,50965.93,51214.77,50652.57
2017-11-17,51464.02,51735.74,51465.09,51436.69
2017-11-20,52103.07,51972.17,52259.22,51979.81
2017-11-21,52436.9,52744.18,52575.92,52005.72
2017-11-22,52206.77,52153.9,52256.95,52186.16
2017-11-23,51856.13,51994.24,51935.35,51469.66
2017-11-24,51498.96,51566.69,51822.27,51250.69
2017-11-27,51266.5,51163.01,51608.83,51261.12
2017-11-28,51451.86,51240.97,51540.66,51186.14
2017-11-29,51145.35,51168.35,51433.27,50804.36
2017-11-30,50701.78,50615.21,51025.33,50369.01
2017-12-01,50192.61,50085.43,50519.27,49830.57
2017-12-04,49889.36,49951.28,50214.24,49548.09
2017-12-05,49000.89,49125.55,49259.62,48985.33
2017-12-06,48369.78,48217.04,48531.58,48268.89
2017-12-07,47970.52,47904.04,48203.82,47742.45
2017-12-08,47842.75,47882.95,48127.83,47446.2
2017-12-11,48550.72,48765.95,48578.84,48320.99
2017-12-12,48904.14,48787.89,49010.78,48740.5
2017-12-13,49014.51,48873.84,49191.48,48624.37
2017-12-14,48346.28,48453.45,48712.69,47814.02
2017-12-15,48143.07,48185.44,48364.99,48081.93
2017-12-18,48431.93,48381.65,48452.24,48337.31
2017-12-19,48998.39,48886.95,49263.72,48759.01
