Stock_Return,Stock_Volatility,Bond_Yield,Bond_Volatility,FX_Return,FX_Volatility,VIX,Crisis_Label
-0.00786,0.1135,0.054,0.04,-0.00094,0.0808,16.3,0
-0.04426,0.2645,0.0571,0.1655,0.00131,0.1843,57.35,1
0.01178,0.1031,0.0242,0.0638,-0.00315,0.0405,11.57,0
-0.03882,0.2525,0.0707,0.1185,-0.01333,0.1996,40.68,1
-0.00735,0.1708,0.0517,0.0588,0.00108,0.0656,21.79,0
-0.00189,0.1078,0.0509,0.0349,0.0012,0.0432,12.17,0
-0.00544,0.1232,0.0397,0.0553,0.0025,0.0524,20.26,0
-0.00597,0.1779,0.0417,0.0537,-0.00389,0.0694,12.97,0
-0.01919,0.1503,0.0432,0.0633,0.00122,0.08,17.34,0
-0.02923,0.2452,0.0969,0.119,-0.0095,0.1241,63.57,1
-0.00553,0.1752,0.0545,0.0373,0.00179,0.0436,16.86,0
0.00449,0.1039,0.0431,0.0487,-0.00192,0.0789,11.31,0
0.01195,0.5594,0.0518,0.1899,0.0049,0.2018,39.79,1
0.03393,0.5283,0.067,0.1434,-0.03688,0.2521,67.45,1
0.00606,0.1023,0.047,0.0529,0.00065,0.0787,11.92,0
-0.00885,0.179,0.0451,0.0629,0.00294,0.0781,20.8,0
-0.00082,0.155,0.0497,0.0459,-0.00053,0.0612,13.93,0
-0.0035,0.1745,0.0623,0.054,0.00066,0.071,18.97,0
-0.00672,0.1519,0.0414,0.0552,0.00209,0.0749,12.49,0
0.01388,0.1427,0.048,0.0393,0.00199,0.0548,11.5,0
-0.0016,0.1788,0.0348,0.0652,-0.00287,0.0881,20.7,0
-0.00486,0.1532,0.0351,0.0522,0.0047,0.0586,17.35,0
0.00076,0.1783,0.0421,0.0331,-0.00327,0.0608,21.01,0
0.01381,0.1662,0.045,0.0361,-0.00042,0.0656,18.77,0
0.00709,0.1482,0.0337,0.0647,0.00171,0.0626,14.09,0
-0.04024,0.4776,0.0477,0.2074,-0.0014,0.2381,45.5,1
-0.01256,0.1466,0.0378,0.0641,0.00343,0.0528,19.23,0
-0.00716,0.1342,0.045,0.0372,-0.00892,0.0648,20.45,0
-0.00297,0.1756,0.0544,0.0406,0.00546,0.0596,19.31,0
-0.00625,0.1602,0.0339,0.0614,-0.00219,0.0878,18.42,0
-0.00191,0.1574,0.0477,0.0376,0.00146,0.0839,14.29,0
-0.00246,0.1532,0.0518,0.0391,-0.00031,0.0838,11.56,0
0.00132,0.1543,0.0417,0.0392,0.00397,0.0544,13.46,0
0.01419,0.1106,0.0468,0.0313,-0.00194,0.0563,12.97,0
-0.00641,0.3286,0.0878,0.125,-0.00119,0.1437,46.36,1
0.02178,0.1178,0.0459,0.0623,-0.00065,0.0874,20.93,0
-0.00441,0.1478,0.0461,0.0442,0.00533,0.0759,17.47,0
0.01293,0.1454,0.0373,0.0444,-0.00765,0.0673,18.41,0
-0.00404,0.1444,0.0448,0.0458,-0.0058,0.0777,19.75,0
0.0054,0.1343,0.0378,0.0658,-0.00843,0.0733,21.2,0
-0.0042,0.1732,0.0396,0.0381,0.0006,0.0564,19.87,0
0.00061,0.1403,0.03,0.0554,-0.00422,0.0791,15.88,0
-0.01119,0.1759,0.0534,0.0693,0.00313,0.0785,19.24,0
0.00605,0.1737,0.0516,0.0665,0.00065,0.0709,14.82,0
0.00734,0.149,0.0449,0.0447,0.00077,0.0594,19.0,0
0.00107,0.1687,0.0449,0.0385,-0.00314,0.0815,13.97,0
0.0098,0.145,0.049,0.0405,0.00034,0.065,16.44,0
-0.00558,0.2742,0.1047,0.193,-0.00195,0.2206,34.59,1
0.01189,0.1498,0.0495,0.0462,0.00256,0.0523,17.98,0
0.00834,0.1232,0.0439,0.0574,-0.00346,0.0645,15.61,0
-0.00362,0.171,0.0432,0.0446,-0.0041,0.068,12.25,0
0.00922,0.163,0.0548,0.0565,-0.0004,0.087,19.7,0
-0.00223,0.1714,0.0303,0.0573,0.00032,0.0542,13.32,0
-0.00501,0.18,0.0465,0.0306,0.00047,0.0889,11.57,0
-0.00216,0.1464,0.0467,0.0507,0.00153,0.0685,14.32,0
0.01239,0.1616,0.0599,0.0573,0.00694,0.0707,12.66,0
-0.01184,0.167,0.0488,0.038,0.00025,0.0417,14.05,0
-0.02197,0.1459,0.0523,0.0552,0.00436,0.0425,11.72,0
-0.0016,0.1275,0.0448,0.0558,-0.00749,0.0646,17.35,0
-0.00272,0.1692,0.0463,0.0691,0.00221,0.0769,15.93,0
0.00508,0.1231,0.042,0.0449,0.00043,0.0547,19.97,0
-0.01559,0.3372,0.0671,0.0911,0.01231,0.2165,51.26,1
0.00439,0.1589,0.0465,0.0351,0.00336,0.0545,14.17,0
0.03566,0.2747,0.049,0.1646,-0.01644,0.1759,60.76,1
0.00424,0.1557,0.0575,0.0543,0.00126,0.0839,18.64,0
0.01099,0.1516,0.0552,0.03,0.00405,0.0474,14.22,0
0.02003,0.1598,0.0497,0.0643,0.00037,0.0848,11.89,0
0.01631,0.109,0.0484,0.0661,-0.00406,0.0785,21.31,0
0.05051,0.3405,0.03,0.179,0.00291,0.1762,28.06,1
0.00053,0.158,0.0516,0.0377,0.00451,0.0896,20.7,0
-0.0223,0.5492,0.0821,0.1128,0.01651,0.138,31.55,1
-0.00635,0.1279,0.0409,0.0474,-0.00177,0.0779,13.69,0
0.00119,0.1797,0.0363,0.0642,0.00222,0.084,17.26,0
-0.00426,0.2645,0.061,0.1085,-0.01472,0.2381,53.09,1
0.0458,0.4411,0.0357,0.1912,0.00015,0.152,55.09,1
0.0001,0.1426,0.0404,0.0303,-0.00133,0.0529,13.05,0
-0.01407,0.4988,0.0932,0.2161,0.00999,0.1996,56.85,1
0.01257,0.1319,0.06,0.0404,0.00443,0.0669,19.12,0
-0.00283,0.1612,0.0588,0.0613,0.0045,0.0545,15.97,0
0.00352,0.1102,0.0541,0.0594,0.00186,0.0627,16.46,0
0.00775,0.1773,0.0334,0.0579,-0.00809,0.0725,21.24,0
-0.01266,0.149,0.0597,0.0424,-0.00256,0.0798,12.83,0
0.00247,0.1354,0.0331,0.0597,0.00191,0.0766,15.28,0
0.00341,0.1629,0.0532,0.0445,0.00475,0.0581,12.18,0
-0.03036,0.3169,0.0822,0.1121,0.01003,0.2507,58.15,1
0.00229,0.1724,0.0571,0.0302,-0.00058,0.0735,19.49,0
0.00312,0.1037,0.042,0.0619,0.00474,0.0609,11.86,0
0.004,0.1141,0.0593,0.0669,0.00404,0.0737,18.41,0
0.00542,0.1669,0.0328,0.0535,0.00019,0.085,11.52,0
-0.00647,0.1169,0.0539,0.06,-0.00059,0.071,21.46,0
-0.00931,0.1342,0.0354,0.0459,-0.0033,0.0593,17.88,0
-0.00557,0.1591,0.0497,0.0574,0.00045,0.0743,21.34,0
0.00618,0.1744,0.0433,0.0509,0.00242,0.0755,11.67,0
-0.02954,0.1055,0.0438,0.0462,0.00655,0.0869,12.41,0
-0.04657,0.3489,0.1015,0.1493,-0.0012,0.3071,49.01,1
-0.02939,0.4687,0.0823,0.1401,-0.02008,0.1725,33.47,1
-0.00046,0.165,0.0501,0.0341,-0.00267,0.0665,12.8,0
0.01592,0.4647,0.0434,0.1787,-0.00713,0.1679,52.16,1
-0.00089,0.2989,0.0918,0.1884,0.01274,0.3075,34.66,1
-0.01848,0.1019,0.0317,0.0314,-0.00433,0.0559,16.71,0
0.00798,0.1046,0.0487,0.0393,0.00538,0.0738,17.97,0
-0.00156,0.1667,0.0364,0.0588,-0.00677,0.0692,20.04,0
0.00166,0.1288,0.0473,0.0447,0.00137,0.0753,19.73,0
-0.00853,0.1496,0.0413,0.0472,-0.00205,0.0562,16.7,0
-0.01545,0.542,0.0641,0.0948,0.00838,0.3004,56.25,1
0.00477,0.1072,0.0387,0.0425,-0.00457,0.0857,12.16,0
0.0018,0.112,0.0377,0.0307,-0.00557,0.0426,13.09,0
-0.00365,0.1196,0.0484,0.0525,0.00496,0.083,11.61,0
0.00626,0.4126,0.1015,0.1521,0.01246,0.1702,55.77,1
0.00492,0.1624,0.0384,0.0471,-0.00225,0.0683,16.46,0
0.00132,0.1183,0.0327,0.0554,0.00058,0.0739,17.3,0
0.00698,0.175,0.0362,0.0408,0.00179,0.0705,19.79,0
-0.00403,0.1615,0.0331,0.0655,0.001,0.0882,19.44,0
-0.00317,0.1575,0.0458,0.0571,0.0059,0.0855,21.13,0
0.00515,0.1445,0.0439,0.0328,0.00382,0.0512,16.13,0
-0.02146,0.1218,0.037,0.0591,0.00178,0.0795,18.43,0
0.00076,0.1642,0.0568,0.038,0.00189,0.0489,18.44,0
-0.01938,0.359,0.0702,0.182,0.02045,0.2372,44.2,1
-0.0027,0.1609,0.0498,0.0359,0.00215,0.0757,15.35,0
0.00253,0.168,0.0381,0.0427,-0.00354,0.0634,11.12,0
0.01063,0.1664,0.037,0.0461,-0.0012,0.0641,18.07,0
-0.00091,0.174,0.0411,0.0606,0.00191,0.0649,12.71,0
-0.01689,0.1573,0.0354,0.0665,-0.0004,0.0513,14.51,0
0.02361,0.3309,0.0763,0.1179,0.00438,0.308,64.83,1
-0.00122,0.3758,0.0449,0.157,0.01794,0.1617,32.68,1
0.00796,0.1482,0.0477,0.0618,0.01102,0.0749,15.12,0
0.00844,0.1315,0.0438,0.0304,0.01023,0.0445,14.57,0
0.00223,0.158,0.0473,0.0342,-0.0032,0.0413,11.93,0
0.0035,0.156,0.0424,0.0494,0.00612,0.0587,21.15,0
-0.01337,0.5286,0.0933,0.18,-0.01181,0.2517,49.41,1
0.01161,0.1515,0.0594,0.0551,0.00196,0.0575,19.83,0
0.00085,0.1025,0.0564,0.0315,-0.00197,0.0674,19.27,0
-0.00238,0.1332,0.0354,0.0688,-0.00496,0.0878,13.33,0
-0.00804,0.1103,0.0385,0.0368,-0.00106,0.0518,18.27,0
-0.01481,0.1083,0.0552,0.0695,0.00048,0.0455,11.15,0
0.00428,0.1003,0.0432,0.0487,-0.00421,0.0572,20.61,0
0.01053,0.1507,0.0487,0.0681,0.00301,0.0894,15.1,0
0.01194,0.1309,0.0441,0.062,0.00134,0.0653,21.2,0
0.01044,0.1096,0.0471,0.0659,0.00072,0.0513,15.97,0
-0.00162,0.1621,0.0414,0.0601,0.0009,0.0672,12.99,0
0.00232,0.1199,0.0429,0.0431,0.00213,0.0774,15.78,0
-0.04259,0.2936,0.0863,0.2076,0.01886,0.1311,55.37,1
-0.01309,0.1236,0.0522,0.0325,-0.00755,0.0667,17.66,0
0.01266,0.1673,0.0462,0.057,0.00136,0.0441,11.21,0
-0.00118,0.18,0.0424,0.0355,-0.00162,0.0536,17.7,0
-0.00785,0.1557,0.0375,0.0682,-9e-05,0.0883,17.09,0
-0.00414,0.1132,0.0523,0.0592,-0.00021,0.0725,13.46,0
0.00048,0.1557,0.0488,0.0311,0.00043,0.0474,21.55,0
-0.00648,0.4663,0.0714,0.1742,-0.0202,0.296,65.81,1
-0.04475,0.6123,0.0845,0.2085,-0.00873,0.2032,50.64,1
0.01053,0.1683,0.0535,0.0425,0.00494,0.0857,19.6,0
-0.00653,0.1615,0.0444,0.0625,-0.00088,0.0699,12.22,0
-0.00803,0.1075,0.0293,0.057,-0.00518,0.0459,12.19,0
-0.01767,0.5927,0.066,0.1182,-0.01134,0.1703,48.89,1
-0.00868,0.1624,0.0482,0.0445,-0.00789,0.0808,18.27,0
0.00114,0.1799,0.0548,0.0587,0.00235,0.047,11.05,0
-0.00895,0.1365,0.0377,0.0658,0.00613,0.0519,16.17,0
0.00235,0.1238,0.0414,0.0453,0.00619,0.0671,18.29,0
-0.01577,0.1026,0.0461,0.0485,0.00402,0.0719,12.81,0
0.01296,0.1772,0.0379,0.0307,0.00114,0.0589,16.76,0
-0.00777,0.1462,0.0502,0.0396,-0.00312,0.064,13.13,0
0.00327,0.3621,0.0609,0.1743,-0.00585,0.1842,56.56,1
-0.00016,0.5547,0.0618,0.1748,-0.00612,0.1721,29.85,1
0.00677,0.1329,0.0378,0.0433,0.00245,0.0406,15.42,0
0.00939,0.1237,0.0347,0.0351,0.00201,0.0676,14.31,0
-0.00292,0.1636,0.063,0.0321,0.00072,0.0577,20.29,0
0.00299,0.1489,0.0457,0.0521,0.00108,0.0539,21.63,0
-0.00049,0.1199,0.0497,0.0627,-0.0054,0.0401,18.91,0
-0.00394,0.1614,0.051,0.062,0.00344,0.0632,17.53,0
0.03554,0.3128,0.0715,0.1939,5e-05,0.1461,58.42,1
-0.00689,0.1564,0.0504,0.0365,0.00351,0.0695,17.68,0
-0.01887,0.3602,0.0698,0.1035,-0.01799,0.1265,54.71,1
0.00037,0.1515,0.044,0.0613,-0.00045,0.0836,19.62,0
-0.00614,0.1197,0.0448,0.0459,0.0017,0.067,19.63,0
0.00742,0.1276,0.0483,0.0528,-0.00163,0.0555,16.86,0
-0.00729,0.1292,0.0347,0.033,0.00166,0.0511,15.77,0
0.00172,0.1663,0.0508,0.0435,0.00455,0.0639,20.47,0
0.01581,0.1734,0.0261,0.047,0.00011,0.0837,16.82,0
0.00503,0.1159,0.0373,0.0498,0.00061,0.0838,20.16,0
-0.00071,0.1356,0.0409,0.0497,-0.00273,0.0763,15.05,0
-0.00743,0.1555,0.0473,0.0562,0.00483,0.0841,21.44,0
-0.01265,0.1418,0.0483,0.0395,-0.00017,0.042,16.71,0
0.00044,0.1032,0.0527,0.0621,-0.00195,0.0636,16.36,0
-0.01877,0.4308,0.085,0.2146,-0.01024,0.2931,58.93,1
0.07744,0.2688,0.0455,0.115,-0.00302,0.1453,44.16,1
0.0043,0.1642,0.0394,0.0571,-0.00649,0.0577,21.87,0
-0.00374,0.1679,0.0389,0.0595,-3e-05,0.0501,20.51,0
0.01328,0.1152,0.0511,0.0473,5e-05,0.0462,12.6,0
0.00587,0.1056,0.0514,0.0319,0.00395,0.0604,20.24,0
-0.00603,0.1246,0.0498,0.0623,-0.00524,0.0425,15.46,0
0.0132,0.1684,0.0413,0.0404,-0.00248,0.0664,14.82,0
0.00424,0.1783,0.0349,0.0436,0.00034,0.0707,14.93,0
0.00515,0.1374,0.0411,0.062,0.00401,0.0723,21.92,0
0.00267,0.1602,0.043,0.0523,0.00643,0.0574,19.38,0
-5e-05,0.1752,0.0412,0.0428,0.00454,0.0481,19.87,0
-0.01164,0.1384,0.0455,0.0362,0.00087,0.0478,17.65,0
0.01133,0.1584,0.0443,0.0479,-0.0005,0.086,19.78,0
-0.00434,0.1198,0.0497,0.0308,0.0049,0.0517,14.28,0
0.00707,0.1747,0.0479,0.0331,-0.00506,0.0566,15.42,0
-0.01992,0.2766,0.1315,0.0971,-0.03045,0.1382,30.39,1
0.07391,0.3765,0.0822,0.1283,-0.01362,0.3122,60.54,1
0.00789,0.1338,0.0396,0.0429,-0.00015,0.0536,17.12,0
-0.00202,0.1055,0.041,0.0344,-0.00017,0.0853,14.9,0
0.00247,0.1011,0.0362,0.0583,-0.00265,0.0615,12.65,0
4e-05,0.1476,0.0432,0.0591,0.00642,0.0867,12.61,0
0.00638,0.1727,0.0481,0.0656,-0.00154,0.0701,16.1,0
0.00946,0.1155,0.0544,0.0433,0.00117,0.055,21.0,0
-0.00253,0.1634,0.0569,0.0357,0.00327,0.0717,17.6,0
-0.04045,0.2786,0.106,0.2009,0.00488,0.3082,56.91,1
-0.01051,0.1704,0.0451,0.051,0.00247,0.0634,12.76,0
0.01144,0.1386,0.0439,0.0615,-0.00304,0.062,11.68,0
-0.00303,0.5571,0.0483,0.0982,-0.01028,0.1988,48.72,1
0.01269,0.1517,0.0487,0.0497,-0.00619,0.0572,21.73,0
0.00714,0.1754,0.0326,0.057,0.00645,0.0572,15.6,0
-0.01235,0.4347,0.0876,0.2034,0.01553,0.1358,42.63,1
0.01004,0.1699,0.0399,0.0567,0.00495,0.0565,18.98,0
-0.01041,0.4796,0.0557,0.213,-0.0071,0.3112,29.98,1
-0.00801,0.1256,0.0418,0.0375,0.00468,0.0413,17.23,0
0.0037,0.1171,0.0499,0.0438,-0.00387,0.0417,13.66,0
0.00388,0.1001,0.0464,0.0421,-0.00154,0.0768,20.22,0
0.00649,0.2838,0.097,0.1772,-0.02052,0.2028,43.75,1
-0.00807,0.1684,0.0487,0.0545,0.00589,0.0481,15.01,0
0.0121,0.1265,0.0305,0.0352,0.00672,0.0828,11.21,0
0.00511,0.1407,0.0373,0.0458,0.00543,0.0502,11.01,0
0.03031,0.2936,0.0946,0.158,0.00637,0.3076,57.91,1
-0.01182,0.1675,0.0384,0.0635,-0.00729,0.0409,13.9,0
0.01906,0.1572,0.0567,0.0573,-0.00014,0.0784,18.47,0
-0.00781,0.123,0.0492,0.0431,-0.00296,0.0705,18.21,0
-0.01554,0.4241,0.0812,0.1934,0.01466,0.1658,44.96,1
-0.00678,0.1255,0.0384,0.0531,0.00452,0.0782,16.72,0
0.00532,0.1064,0.0574,0.054,-0.00374,0.0742,15.21,0
0.06481,0.2802,0.0604,0.1752,-0.02013,0.2271,42.9,1
-0.0204,0.1743,0.05,0.0376,0.00716,0.072,14.0,0
0.00951,0.1132,0.04,0.068,0.00118,0.0723,18.5,0
-0.00878,0.1153,0.0502,0.0422,-0.00607,0.0749,12.14,0
-0.00273,0.1325,0.0496,0.0688,-0.00589,0.0633,14.61,0
0.01509,0.1734,0.0468,0.0433,0.006,0.0893,14.71,0
0.00072,0.1449,0.043,0.0485,0.00448,0.0742,14.11,0
-0.0101,0.1189,0.0378,0.0354,0.00393,0.0436,12.1,0
0.00231,0.1473,0.0455,0.0589,0.00037,0.0814,18.05,0
-0.00217,0.4424,0.0757,0.1742,-0.01749,0.2046,42.32,1
0.00012,0.1491,0.0405,0.0527,-0.00131,0.0823,15.96,0
0.00053,0.1285,0.0541,0.0678,0.00717,0.0671,18.09,0
-0.00519,0.1279,0.0483,0.0401,-0.00073,0.0499,18.13,0
-0.01144,0.1692,0.045,0.035,-0.00216,0.0737,16.7,0
0.00428,0.1414,0.0483,0.0454,0.00365,0.0631,19.44,0
-0.00501,0.1294,0.0451,0.0581,0.00894,0.0626,13.52,0
-0.00743,0.1507,0.0445,0.0425,-0.00529,0.0763,12.19,0
0.00143,0.5083,0.0844,0.1742,0.0029,0.2658,63.97,1
-0.00842,0.1646,0.0488,0.0494,0.00148,0.0637,14.11,0
0.00496,0.5741,0.0824,0.1474,0.00017,0.1789,44.99,1
0.01854,0.1782,0.045,0.0485,0.00223,0.0892,14.78,0
-0.0048,0.1608,0.0316,0.0668,0.00206,0.0673,17.1,0
0.03742,0.557,0.0721,0.1714,-0.01424,0.1478,56.57,1
-0.01147,0.4003,0.0772,0.1791,0.01259,0.3057,33.94,1
-0.00489,0.1749,0.0475,0.0628,7e-05,0.0536,11.21,0
0.01288,0.1367,0.0512,0.0324,0.00053,0.0865,11.15,0
0.00321,0.1475,0.0262,0.0527,0.00198,0.0872,19.93,0
-0.00209,0.147,0.0474,0.0631,0.00283,0.0565,21.74,0
0.00913,0.1066,0.0515,0.0372,-0.00121,0.051,12.96,0
0.00652,0.1245,0.0385,0.0365,-0.00338,0.0644,13.65,0
0.01268,0.1572,0.0466,0.0543,0.00024,0.0849,14.44,0
0.03161,0.381,0.0848,0.0959,0.01193,0.1872,31.2,1
-0.01241,0.1312,0.0319,0.0544,-0.00323,0.0808,17.0,0
0.00044,0.143,0.0515,0.0354,-0.0032,0.0665,17.46,0
-0.01059,0.1749,0.043,0.0589,0.00179,0.07,19.24,0
-0.0022,0.157,0.0519,0.0336,0.0006,0.0712,12.35,0
0.00288,0.1285,0.0383,0.0586,0.00078,0.0892,11.87,0
-0.0037,0.1522,0.0481,0.057,0.00516,0.044,18.62,0
-0.00463,0.1334,0.043,0.038,-0.00173,0.063,11.02,0
-0.00401,0.162,0.0512,0.0385,-0.00038,0.063,18.56,0
-0.00893,0.1746,0.0379,0.0582,-0.00439,0.0617,18.28,0
-0.01318,0.1375,0.0413,0.0655,-0.00464,0.0407,19.25,0
-0.02606,0.3702,0.0738,0.1678,0.01464,0.1997,63.82,1
-0.00596,0.1336,0.0314,0.0661,0.0029,0.0445,21.1,0
0.00819,0.5281,0.0493,0.15,0.00157,0.1681,44.57,1
-0.00494,0.1402,0.0452,0.0463,0.00302,0.0714,11.14,0
2e-05,0.1334,0.0305,0.032,-0.00131,0.0805,14.6,0
0.00889,0.1405,0.043,0.0454,-0.00621,0.0567,15.4,0
0.01051,0.495,0.0781,0.1193,-0.01598,0.2385,59.22,1
-0.00248,0.1255,0.0484,0.0314,0.00139,0.0833,14.01,0
0.01425,0.1498,0.05,0.0432,0.00692,0.0739,17.65,0
0.01873,0.5472,0.051,0.1755,-0.02506,0.2053,53.28,1
-0.00078,0.1703,0.0607,0.0348,0.00518,0.0589,19.76,0
-0.00048,0.5385,0.1009,0.1204,-0.02464,0.3013,34.68,1
-0.01144,0.1434,0.0538,0.0503,0.00302,0.0423,15.77,0
-0.00765,0.4694,0.0947,0.1811,-0.00407,0.3029,28.57,1
-0.01704,0.132,0.0544,0.0343,0.00033,0.0559,20.16,0
-0.03195,0.2521,0.0537,0.1849,-0.00386,0.1241,51.21,1
0.00914,0.179,0.0444,0.0486,-0.00325,0.0581,19.72,0
-0.00305,0.1781,0.056,0.0498,0.00793,0.0775,21.09,0
0.01724,0.1212,0.0501,0.0687,-0.00197,0.0649,15.93,0
-0.02509,0.1213,0.053,0.0489,0.0011,0.0868,11.51,0
-0.01768,0.1522,0.0506,0.0306,-0.00357,0.0798,14.63,0
-0.02151,0.6437,0.0617,0.1467,0.00377,0.254,61.95,1
0.01213,0.1111,0.0445,0.0619,0.00088,0.0866,17.59,0
-0.00087,0.1478,0.0465,0.0427,-0.00246,0.064,15.08,0
-0.01279,0.1564,0.0637,0.062,-0.00334,0.0415,15.8,0
-0.01096,0.1675,0.0391,0.0655,-0.00854,0.0724,11.98,0
-0.01303,0.462,0.0549,0.181,0.00887,0.2209,49.56,1
0.01382,0.1646,0.0502,0.0406,0.00269,0.0881,19.97,0
-0.00143,0.124,0.0366,0.061,0.00198,0.0406,21.91,0
0.00805,0.1069,0.0529,0.0556,0.00114,0.0473,19.78,0
0.00276,0.1584,0.0564,0.0403,-0.00161,0.0762,20.83,0
0.02036,0.1578,0.0496,0.041,-0.00084,0.0756,18.22,0
0.00931,0.1102,0.0397,0.0622,0.00171,0.0596,14.33,0
0.0001,0.1067,0.0495,0.0621,-0.00387,0.0838,14.24,0
-0.00308,0.1788,0.0398,0.0645,-0.00597,0.0585,16.77,0
0.00243,0.1551,0.0378,0.057,0.00267,0.0418,21.83,0
-0.00094,0.1007,0.0513,0.0486,-0.00507,0.0871,12.89,0
-0.00243,0.1507,0.046,0.0429,-0.00382,0.0513,11.35,0
0.00627,0.1441,0.0424,0.038,0.00242,0.0634,14.76,0
-0.0001,0.1749,0.0421,0.0352,0.0033,0.0407,18.88,0
-0.00202,0.161,0.04,0.0587,0.00234,0.0463,11.9,0
-0.00528,0.4052,0.0809,0.1327,-0.02445,0.2459,30.69,1
-0.00406,0.1375,0.0457,0.0434,-0.00516,0.0463,11.14,0
-0.00675,0.1544,0.0323,0.0607,0.0041,0.0849,11.43,0
0.02278,0.5271,0.0754,0.192,0.01069,0.1473,39.97,1
0.00212,0.126,0.0501,0.044,-0.00147,0.077,19.27,0
-0.00734,0.1578,0.0602,0.0334,-0.00426,0.0494,17.49,0
0.04313,0.3526,0.0591,0.1453,-0.02579,0.299,37.55,1
0.00896,0.1561,0.0453,0.0457,-0.00312,0.0545,11.5,0
-0.02865,0.1002,0.0342,0.0439,-0.00382,0.0425,11.57,0
-0.0026,0.1071,0.0468,0.0622,0.00761,0.0507,20.61,0
0.01935,0.6226,0.0644,0.1999,-0.00959,0.266,30.86,1
-0.02143,0.1444,0.0442,0.0366,0.00115,0.0656,19.22,0
0.00799,0.101,0.0298,0.0651,-0.0025,0.0644,12.76,0
0.00621,0.1314,0.0447,0.0398,-0.00134,0.0426,14.72,0
-0.00379,0.1231,0.0506,0.0668,0.00103,0.0723,15.32,0
0.00793,0.1063,0.0386,0.0682,0.00054,0.0702,20.8,0
-0.01716,0.1766,0.0344,0.0546,-0.0075,0.0537,14.57,0
0.01322,0.1257,0.0495,0.0647,0.0067,0.0622,13.44,0
0.00567,0.1701,0.0392,0.0468,-0.00276,0.0831,15.79,0
-0.00711,0.1627,0.0312,0.0475,-0.00014,0.0622,14.55,0
0.02093,0.1483,0.0473,0.0363,-0.00237,0.0726,16.31,0
0.017,0.1673,0.0412,0.0341,0.0075,0.044,13.89,0
0.02504,0.2966,0.082,0.109,0.01271,0.2988,33.55,1
-0.00566,0.1645,0.0432,0.0673,-0.00258,0.0702,11.6,0
-0.00427,0.1367,0.0506,0.0339,0.00039,0.0748,16.7,0
-0.0027,0.1101,0.038,0.0515,0.00524,0.0438,16.71,0
0.01386,0.1284,0.0478,0.0507,-0.00084,0.0498,16.03,0
-0.00018,0.1417,0.0499,0.0402,-0.00364,0.0465,15.78,0
0.01908,0.1028,0.0445,0.0647,-0.00162,0.0601,20.17,0
0.00869,0.5752,0.0785,0.097,0.01309,0.2787,36.51,1
-0.00753,0.105,0.0547,0.0529,0.00408,0.072,13.6,0
0.01703,0.1347,0.0389,0.0578,0.0057,0.0705,18.91,0
0.00044,0.1675,0.0486,0.0457,-0.00012,0.0565,13.71,0
-0.00023,0.14,0.0377,0.0408,-0.00141,0.0619,17.53,0
0.03281,0.4065,0.0616,0.1146,0.00117,0.3158,30.78,1
0.00422,0.1692,0.0559,0.0586,-0.00488,0.0502,16.19,0
-0.00566,0.1351,0.0455,0.0534,-0.00188,0.0568,21.55,0
0.00688,0.1317,0.0266,0.0599,-0.00559,0.0444,20.31,0
0.00667,0.1473,0.0447,0.0686,0.00234,0.0415,12.8,0
0.00352,0.1583,0.046,0.0473,-0.00397,0.0731,11.03,0
-0.02079,0.1689,0.0473,0.0601,-0.00085,0.0864,14.02,0
-0.00374,0.1595,0.032,0.0477,-0.00374,0.0524,12.52,0
0.00298,0.1389,0.0449,0.0557,0.00177,0.0807,11.01,0
0.01126,0.1488,0.0508,0.0524,-0.0022,0.0585,13.04,0
0.02526,0.2404,0.081,0.1824,-0.00478,0.2706,48.72,1
0.01096,0.1574,0.0457,0.0601,-0.00287,0.0849,16.39,0
0.01381,0.129,0.0591,0.0636,-0.00046,0.0486,21.27,0
0.00189,0.1147,0.0375,0.0377,0.00307,0.0627,16.53,0
0.00816,0.1356,0.0394,0.0322,-0.01182,0.0426,17.87,0
-0.01853,0.1607,0.0491,0.0543,-1e-05,0.081,13.06,0
-0.02215,0.3517,0.1094,0.1203,-0.00335,0.2455,46.59,1
0.01356,0.1723,0.0305,0.0589,-0.00464,0.0504,16.91,0
0.0209,0.3433,0.0382,0.1496,0.01394,0.1468,49.67,1
-0.00044,0.1048,0.0241,0.0317,0.00468,0.0789,12.76,0
-0.0115,0.1164,0.0368,0.0341,-0.00264,0.0815,16.6,0
-0.00843,0.1339,0.0378,0.0659,0.00084,0.0792,16.22,0
0.00826,0.1255,0.0477,0.0633,-0.00031,0.0534,11.44,0
-0.00264,0.1442,0.0499,0.049,0.0029,0.0528,15.75,0
0.00512,0.1053,0.0386,0.0649,-0.00162,0.0552,20.26,0
0.00292,0.1011,0.0445,0.0498,0.00558,0.0564,14.88,0
0.00512,0.124,0.0413,0.0465,-0.00553,0.0437,19.65,0
-0.00886,0.1356,0.0404,0.0687,-0.00657,0.0523,14.37,0
-0.01025,0.1536,0.0419,0.0458,0.0001,0.0803,21.46,0
0.0367,0.5863,0.0555,0.1167,-0.00359,0.3116,41.47,1
-0.00195,0.1452,0.0374,0.0307,-0.00105,0.0614,18.06,0
0.01883,0.4386,0.0955,0.2125,0.0024,0.1205,53.69,1
0.00936,0.138,0.0517,0.0313,-0.00633,0.0829,16.39,0
